Address,Latitude,Longitude
"14 Spink St, Brighton, Bayside, Victoria 3186 Australia",-37.8965228,145.0045159
"12 Errol Street, Melbourne, Victoria 3051 Australia",-37.8010953,144.9498959
"59 Bourke St, Melbourne, Victoria 3000 Australia",-37.8120271,144.9715217
"U 1 601 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8126385,144.9724818
"26 Liverpool Street, Melbourne 3000, Melbourne, Victoria 3000 Australia",-37.8109361,144.9713521
"157 Spring St, Melbourne, Victoria 3000 Australia",-37.811033,144.972654
"222 Clarendon Street, Melbourne, Victoria Australia",-37.8096886,144.9839138
"166 Toorak Rd, Melbourne, Victoria 3141 Australia",-37.8392321,144.9926191
"12-18 Yarra Pl, Melbourne, Victoria 3205 Australia",-37.8313313,144.9604687
"9 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8620084,144.9737334
"177-183 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8110551,144.9670923
"59 Napier St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.8045679,144.9015596
"15 Claremont St, Melbourne, Victoria 3141 Australia",-37.8376295,144.9936822
"219 King St, Melbourne, Victoria 3000 Australia",-37.819967,144.9572895
"18 Punch lane, Melbourne, Victoria 3000 Australia",-37.8099054,144.9705513
"180 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815753099999995,144.96821315830405
"55 Swanston St, Melbourne, Victoria 3000 Australia",-37.816179,144.966611
"91 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8154806,144.97128959999998
"120 Hardware St, Melbourne, Victoria 3000 Australia",-37.811955,144.9605534
"87 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815272,144.971372
"124 Lygon Street Carlton, Melbourne, Victoria 3000 Australia",-37.8041469,144.9666104534836
"161 Spring St, Melbourne, Victoria 3000 Australia",-37.8108753,144.9726217
"277 Racecourse Rd, Melbourne, Victoria 3031 Australia",-37.7885822,144.9318248
"394 Collins St, Melbourne, Victoria 3000 Australia",-37.816773350000005,144.96118065941937
"23 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8240427,144.9536545
"1 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.8217545,144.9639586
"2 Southbank Bvd, Melbourne, Victoria 3006 Australia",-37.8212595,144.9625332
"127 Russell St, Melbourne, Victoria 3000 Australia",-37.8136466,144.9682102
"212 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81214414,144.96629480000001
"347 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7967671,144.9786367
